頭文字,製品名,登録番号,列1,用途,有効成分-1,RACｺｰﾄﾞ-1,有効成分-2,RACｺｰﾄﾞ-2,有効成分-3,RACｺｰﾄﾞ-3,有効成分-4,RACｺｰﾄﾞ-4,有効成分-5,RACｺｰﾄﾞ-5
ケ,ｹﾞｻﾞｶﾞｰﾄﾞ50,5818,,除草剤,ﾌﾟﾛﾒﾄﾘﾝ,5,,,,,,,,
カ,ｶｿﾛﾝ粒剤,6746,,除草剤,DBN,29,,,,,,,,
ト,ﾄﾚﾌｧﾉｻｲﾄﾞ乳剤,7327,,除草剤,ﾄﾘﾌﾙﾗﾘﾝ,3,,,,,,,,
ク,ｸｻﾄｰﾙFP粒剤,7449,,除草剤,塩素酸ﾅﾄﾘｳﾑ,「-」,,,,,,,,
漢字,日産MCPｿｰﾀﾞ塩,7684,,除草剤,MCPAﾅﾄﾘｳﾑ塩,4,,,,,,,,
ク,ｸﾛﾛIPC｢石原｣,7693,,除草剤,IPC,23,,,,,,,,
漢字,石原MCPｿｰﾀﾞ塩,7697,,除草剤,MCPAﾅﾄﾘｳﾑ塩,4,,,,,,,,
数字,"2,4-D｢石原｣ｱﾐﾝ塩",7698,,除草剤,"2,4-PAｼﾞﾒﾁﾙｱﾐﾝ",4,,,,,,,,
ク,ｸﾛﾛIPC｢日産｣,8092,,除草剤,IPC,23,,,,,,,,
H,HCC-ｸﾛﾛIPC乳剤,8365,,除草剤,IPC,23,,,,,,,,
テ,ﾃﾞｿﾞﾚｰﾄA,9024,,除草剤,塩素酸ﾅﾄﾘｳﾑ,「-」,,,,,,,,
モ,ﾓｹﾞﾄﾝ粒剤,9109,,除草剤,ACN,0,,,,,,,,
ト,ﾄﾚﾌｧﾉｻｲﾄﾞ粒剤2.5,9512,,除草剤,ﾄﾘﾌﾙﾗﾘﾝ,3,,,,,,,,
フ,ﾌﾚﾉｯｸ液剤30,9898,,除草剤,ﾃﾄﾗﾋﾟｵﾝ,0,,,,,,,,
ホ,ﾎｸｺｰﾚﾅﾊﾟｯｸ水和剤,9975,,除草剤,ﾚﾅｼﾙ,5,PAC,5,,,,,,
レ,ﾚﾅﾊﾟｯｸ水和剤,9979,,除草剤,ﾚﾅｼﾙ,5,PAC,5,,,,,,
漢字,日農ﾗｯｿｰ乳剤,10777,,除草剤,ｱﾗｸﾛｰﾙ,15,,,,,,,,
漢字,日産ﾗｯｿｰ乳剤,10778,,除草剤,ｱﾗｸﾛｰﾙ,15,,,,,,,,
フ,ﾌﾚﾉｯｸ粒剤10,10783,,除草剤,ﾃﾄﾗﾋﾟｵﾝ,0,,,,,,,,
サ,ｻﾀｰﾝ乳剤,11044,,除草剤,ﾍﾞﾝﾁｵｶｰﾌﾞ,15,,,,,,,,
タ,ﾀﾞｲﾛﾝ,11338,,除草剤,DCMU,5,,,,,,,,
ク,ｸﾛﾚｰﾄS,11912,,除草剤,塩素酸ﾅﾄﾘｳﾑ,「-」,,,,,,,,
ア,ｱｰｼﾞﾗﾝ液剤,12006,,除草剤,ｱｼｭﾗﾑ,18,,,,,,,,
漢字,一農DCMU水和剤,12201,,除草剤,DCMU,5,,,,,,,,
サ,ｻﾝｹｲDCMU,12214,,除草剤,DCMU,5,,,,,,,,
ハ,ﾊｲﾊﾞｰX,12403,,除草剤,ﾌﾞﾛﾏｼﾙ,5,,,,,,,,
サ,ｻﾝｹｲﾊｲﾊﾞｰX,12434,,除草剤,ﾌﾞﾛﾏｼﾙ,5,,,,,,,,
カ,ｶｰﾌﾞ水和剤,12838,,除草剤,ﾌﾟﾛﾋﾟｻﾞﾐﾄﾞ,3,,,,,,,,
サ,ｻﾀｰﾝﾊﾞｱﾛ乳剤,12967,,除草剤,ﾌﾟﾛﾒﾄﾘﾝ,5,ﾍﾞﾝﾁｵｶｰﾌﾞ,15,,,,,,
ク,ｸｻﾄｰﾙFP水溶剤,12990,,除草剤,塩素酸ﾅﾄﾘｳﾑ,「-」,,,,,,,,
ク,ｸﾛﾚｰﾄSL,12991,,除草剤,塩素酸ﾅﾄﾘｳﾑ,「-」,,,,,,,,
ロ,ﾛﾛｯｸｽ粒剤,13865,,除草剤,ﾘﾆｭﾛﾝ,5,,,,,,,,
キ,ｷﾚﾀﾞｰ,13870,,除草剤,ACN,0,,,,,,,,
カ,ｶｿﾛﾝ粒剤4.5,14113,,除草剤,DBN,29,,,,,,,,
サ,ｻﾝﾊﾞｰﾄﾞ粒剤,14205,,除草剤,ﾋﾟﾗｿﾞﾚｰﾄ,27,,,,,,,,
ホ,ﾎｸｺｰｶｿﾛﾝ粒剤6.7,14216,,除草剤,DBN,29,,,,,,,,
カ,ｶｿﾛﾝ粒剤6.7,14217,,除草剤,DBN,29,,,,,,,,
サ,ｻﾀｰﾝﾊﾞｱﾛ粒剤,14298,,除草剤,ﾌﾟﾛﾒﾄﾘﾝ,5,ﾍﾞﾝﾁｵｶｰﾌﾞ,15,,,,,,
ラ,ﾗｳﾝﾄﾞｱｯﾌﾟ,14360,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
漢字,住化ｸﾚﾏｰﾄU粒剤,14649,,除草剤,ﾌﾞﾀﾐﾎｽ,3,,,,,,,,
ホ,ﾎｸｺｰｸﾚﾏｰﾄU粒剤,14650,,除草剤,ﾌﾞﾀﾐﾎｽ,3,,,,,,,,
漢字,日農ｸﾚﾏｰﾄU粒剤,14653,,除草剤,ﾌﾞﾀﾐﾎｽ,3,,,,,,,,
サ,ｻﾝｹｲｸﾚﾏｰﾄU粒剤,14654,,除草剤,ﾌﾞﾀﾐﾎｽ,3,,,,,,,,
サ,ｻﾞｲﾄﾛﾝｱﾐﾝ液剤,14673,,除草剤,ﾄﾘｸﾛﾋﾟﾙﾄﾘｴﾁﾙｱﾝﾓﾆｳﾑ,4,,,,,,,,
ホ,ﾎﾄﾞｶﾞﾔｻﾞｲﾄﾛﾝｱﾐﾝ液剤,14674,,除草剤,ﾄﾘｸﾛﾋﾟﾙﾄﾘｴﾁﾙｱﾝﾓﾆｳﾑ,4,,,,,,,,
漢字,日産ｻﾞｲﾄﾛﾝｱﾐﾝ液剤,14675,,除草剤,ﾄﾘｸﾛﾋﾟﾙﾄﾘｴﾁﾙｱﾝﾓﾆｳﾑ,4,,,,,,,,
漢字,石原ｻﾞｲﾄﾛﾝｱﾐﾝ液剤,14676,,除草剤,ﾄﾘｸﾛﾋﾟﾙﾄﾘｴﾁﾙｱﾝﾓﾆｳﾑ,4,,,,,,,,
漢字,石原ｱｰｼﾞﾗﾝ液剤,14682,,除草剤,ｱｼｭﾗﾑ,18,,,,,,,,
セ,ｾﾝｺﾙ水和剤,14683,,除草剤,ﾒﾄﾘﾌﾞｼﾞﾝ,5,,,,,,,,
サ,ｻﾞｲﾄﾛﾝ微粒剤,14705,,除草剤,ﾄﾘｸﾛﾋﾟﾙﾌﾞﾄｷｼｴﾁﾙ,4,,,,,,,,
ホ,ﾎﾄﾞｶﾞﾔｻﾞｲﾄﾛﾝ微粒剤,14706,,除草剤,ﾄﾘｸﾛﾋﾟﾙﾌﾞﾄｷｼｴﾁﾙ,4,,,,,,,,
イ,ｲｿｷｼｰﾙ水和剤50,14731,,除草剤,ｲｿｳﾛﾝ,5,,,,,,,,
ロ,ﾛｰﾇ･ﾌﾟｰﾗﾝMCPP液剤,15018,,除草剤,MCPPｶﾘｳﾑ,4,,,,,,,,
M,MCPP液剤,15020,,除草剤,MCPPｶﾘｳﾑ,4,,,,,,,,
カ,ｶｯﾀｰ粒剤,15024,,除草剤,DBN,29,DCMU,5,,,,,,
ホ,ﾎﾄﾞｶﾞﾔｻﾞｲﾄﾛﾝﾌﾚﾉｯｸ微粒剤,15161,,除草剤,ﾃﾄﾗﾋﾟｵﾝ,0,ﾄﾘｸﾛﾋﾟﾙﾌﾞﾄｷｼｴﾁﾙ,4,,,,,,
サ,ｻﾞｲﾄﾛﾝﾌﾚﾉｯｸ微粒剤,15162,,除草剤,ﾃﾄﾗﾋﾟｵﾝ,0,ﾄﾘｸﾛﾋﾟﾙﾌﾞﾄｷｼｴﾁﾙ,4,,,,,,
漢字,理研MCPP液剤,15339,,除草剤,MCPPｶﾘｳﾑ,4,,,,,,,,
タ,ﾀﾞｲﾛﾝ微粒剤,15341,,除草剤,DCMU,5,,,,,,,,
ク,ｸﾞﾗﾒｯｸｽ水和剤,15443,,除草剤,ｼｱﾅｼﾞﾝ,5,,,,,,,,
コ,ｺﾞｰｺﾞｰｻﾝ乳剤30,15446,,除草剤,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,,,,,,,,
ハ,ﾊｲﾊﾞｰX粒剤1.5,15586,,除草剤,ﾌﾞﾛﾏｼﾙ,5,,,,,,,,
ハ,ﾊｲﾊﾞｰX粒剤,15620,,除草剤,ﾌﾞﾛﾏｼﾙ,5,,,,,,,,
イ,ｲｿｷｼｰﾙ粒剤4.0,15623,,除草剤,ｲｿｳﾛﾝ,5,,,,,,,,
H,HCCｻﾞｲﾄﾛﾝｱﾐﾝｽﾌﾟﾚｰ液剤,15748,,除草剤,ﾄﾘｸﾛﾋﾟﾙﾄﾘｴﾁﾙｱﾝﾓﾆｳﾑ,4,,,,,,,,
サ,ｻﾞｲﾄﾛﾝｱﾐﾝｽﾌﾟﾚｰ液剤,15768,,除草剤,ﾄﾘｸﾛﾋﾟﾙﾄﾘｴﾁﾙｱﾝﾓﾆｳﾑ,4,,,,,,,,
ナ,ﾅﾌﾞ乳剤,15992,,除草剤,ｾﾄｷｼｼﾞﾑ,1,,,,,,,,
イ,ｲｿｷｼｰﾙ粒剤1.0,15993,,除草剤,ｲｿｳﾛﾝ,5,,,,,,,,
漢字,住化ﾊﾞｻｸﾞﾗﾝ粒剤(ﾅﾄﾘｳﾑ塩),16117,,除草剤,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,,,
ホ,ﾎｸｺｰﾊﾞｻｸﾞﾗﾝ粒剤(ﾅﾄﾘｳﾑ塩),16122,,除草剤,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,,,
ク,ｸﾐｱｲﾊﾞｻｸﾞﾗﾝ粒剤(ﾅﾄﾘｳﾑ塩),16123,,除草剤,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,,,
漢字,住化ﾊﾞｻｸﾞﾗﾝ液剤(ﾅﾄﾘｳﾑ塩),16124,,除草剤,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,,,
ホ,ﾎｸｺｰﾊﾞｻｸﾞﾗﾝ液剤(ﾅﾄﾘｳﾑ塩),16129,,除草剤,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,,,
ク,ｸﾐｱｲﾊﾞｻｸﾞﾗﾝ液剤(ﾅﾄﾘｳﾑ塩),16130,,除草剤,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,,,,,,,,
ク,ｸﾐｱｲﾅﾌﾞ乳剤,16225,,除草剤,ｾﾄｷｼｼﾞﾑ,1,,,,,,,,
フ,ﾌﾟﾘｸﾞﾛｯｸｽL,16397,,除草剤,ｼﾞｸﾜｯﾄ,22,ﾊﾟﾗｺｰﾄ,22,,,,,,
マ,ﾏｲｾﾞｯﾄ,16400,,除草剤,ｼﾞｸﾜｯﾄ,22,ﾊﾟﾗｺｰﾄ,22,,,,,,
コ,ｺﾞｰｺﾞｰｻﾝ細粒剤F,16458,,除草剤,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,,,,,,,,
ク,ｸｻﾎｰﾌﾟD粒剤,16664,,除草剤,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,,,
ハ,ﾊﾞﾚｰｼﾞ粒剤,16669,,除草剤,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,,,,,
ア,ｱｰｾﾅﾙ,16699,,除草剤,ｲﾏｻﾞﾋﾟﾙ,2,,,,,,,,
ホ,ﾎﾄﾞｶﾞﾔｱｰｾﾅﾙ,16700,,除草剤,ｲﾏｻﾞﾋﾟﾙ,2,,,,,,,,
ハ,ﾊｰﾋﾞｯｸ粒剤,16792,,除草剤,ﾃﾌﾞﾁｳﾛﾝ,5,,,,,,,,
J,JCﾊｰﾋﾞｯｸ粒剤,16793,,除草剤,ﾃﾌﾞﾁｳﾛﾝ,5,,,,,,,,
ハ,ﾊｰﾋﾞｯｸ水和剤,16794,,除草剤,ﾃﾌﾞﾁｳﾛﾝ,5,,,,,,,,
J,JCﾊｰﾋﾞｯｸ水和剤,16795,,除草剤,ﾃﾌﾞﾁｳﾛﾝ,5,,,,,,,,
漢字,日農ﾄﾘﾒｯｸF液剤,16861,,除草剤,MCPPｼﾞﾒﾁﾙｱﾐﾝ,4,MDBAｼﾞﾒﾁﾙｱﾐﾝ,4,"2,4-PAｼﾞﾒﾁﾙｱﾐﾝ",4,,,,
ト,ﾄﾘﾒｯｸF液剤,16862,,除草剤,MCPPｼﾞﾒﾁﾙｱﾐﾝ,4,MDBAｼﾞﾒﾁﾙｱﾐﾝ,4,"2,4-PAｼﾞﾒﾁﾙｱﾐﾝ",4,,,,
ウ,ｳｪｲｱｯﾌﾟﾌﾛｱﾌﾞﾙ,16959,,除草剤,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,,,,,,,,
漢字,日農ﾌｼﾞｸﾞﾗｽ粒剤17,17025,,除草剤,ｴｽﾌﾟﾛｶﾙﾌﾞ,15,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,,,
カ,ｶﾍﾟﾚﾝ粒剤2.5,17159,,除草剤,DBN,29,,,,,,,,
漢字,日産ｸﾞﾗｽｼﾞﾝMﾅﾄﾘｳﾑ液剤,17326,,除草剤,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,MCPAﾅﾄﾘｳﾑ塩,4,,,,,,
漢字,石原ｸﾞﾗｽｼﾞﾝMﾅﾄﾘｳﾑ液剤,17327,,除草剤,ﾍﾞﾝﾀｿﾞﾝﾅﾄﾘｳﾑ塩,6,MCPAﾅﾄﾘｳﾑ塩,4,,,,,,
S,SDSｸｽﾞｺﾛﾝ液剤,17373,,除草剤,MDBAｼﾞﾒﾁﾙｱﾐﾝ,4,,,,,,,,
ク,ｸｽﾞｺﾛﾝ液剤,17374,,除草剤,MDBAｼﾞﾒﾁﾙｱﾐﾝ,4,,,,,,,,
タ,ﾀﾙｶﾞﾌﾛｱﾌﾞﾙ,17428,,除草剤,ｷｻﾞﾛﾎｯﾌﾟｴﾁﾙ,1,,,,,,,,
シ,ｼﾘｳｽ粒剤,17449,,除草剤,ﾋﾟﾗｿﾞｽﾙﾌﾛﾝｴﾁﾙ,2,,,,,,,,
シ,ｼﾊﾞｹﾞﾝ水和剤,17475,,除草剤,ﾌﾗｻﾞｽﾙﾌﾛﾝ,2,,,,,,,,
ア,ｱｸﾞﾛｽｼｰｾﾞｯﾄﾌﾛｱﾌﾞﾙ,17508,,除草剤,ﾋﾟﾘﾌﾞﾁｶﾙﾌﾞ,"18(F*), 0(H*)",ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,ﾍﾞﾝｿﾞﾌｪﾅｯﾌﾟ,27,,,,
ホ,ﾎﾞﾛｼﾙ,17596,,除草剤,ﾌﾞﾛﾏｼﾙ,5,,,,,,,,
ク,ｸﾚﾏｰﾄ乳剤,17660,,除草剤,ﾌﾞﾀﾐﾎｽ,3,,,,,,,,
ホ,ﾎｸｺｰｸﾚﾏｰﾄ乳剤,17661,,除草剤,ﾌﾞﾀﾐﾎｽ,3,,,,,,,,
漢字,日農ｸﾚﾏｰﾄ乳剤,17663,,除草剤,ﾌﾞﾀﾐﾎｽ,3,,,,,,,,
サ,ｻﾝｹｲｸﾚﾏｰﾄ乳剤,17664,,除草剤,ﾌﾞﾀﾐﾎｽ,3,,,,,,,,
テ,ﾃﾞｨｸﾄﾗﾝ乳剤,17811,,除草剤,ｼﾞﾁｵﾋﾟﾙ,3,,,,,,,,
カ,ｶｲﾀｯｸ乳剤,17904,,除草剤,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,ﾘﾆｭﾛﾝ,5,,,,,,
サ,ｻｲｱﾅﾐｯﾄﾞｶｲﾀｯｸ乳剤,17905,,除草剤,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,ﾘﾆｭﾛﾝ,5,,,,,,
ス,ｽﾐｸﾚｰﾄ粒剤,17934,,除草剤,ﾌﾞﾀﾐﾎｽ,3,ﾌﾞﾛﾓﾌﾞﾁﾄﾞ,30,,,,,,
タ,ﾀｰｻﾞｲﾝ水和剤,17999,,除草剤,ｲｿｷｻﾍﾞﾝ,29,,,,,,,,
ナ,ﾅﾌﾞS乳剤,18101,,除草剤,ｾﾄｷｼｼﾞﾑ,1,,,,,,,,
エ,ｴﾘｼﾞｬﾝ乳剤,18163,,除草剤,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,,,,,,,
ス,ｽﾊﾟｰｸｽﾀｰ粒剤,18225,,除草剤,ｴｽﾌﾟﾛｶﾙﾌﾞ,15,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾋﾟﾗｿﾞｽﾙﾌﾛﾝｴﾁﾙ,2,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,
テ,ﾃｲｸｵﾌ粒剤,18323,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,,,,,,,,
シ,ｼﾊﾞﾀｲﾄ,18324,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,,,,,,,,
ア,ｱﾙﾊｰﾌﾞ粒剤,18325,,除草剤,ﾃﾆﾙｸﾛｰﾙ,15,,,,,,,,
シ,ｼﾀｶﾞﾘﾝT,18411,,除草剤,ｶﾙﾌﾞﾁﾚｰﾄ,「-」,ﾃﾄﾗﾋﾟｵﾝ,0,,,,,,
セ,ｾﾞﾛｸﾞﾗｽ液剤,18412,,除草剤,ｲﾏｻﾞﾋﾟﾙ,2,ｸﾞﾙﾎｼﾈｰﾄ,10,,,,,,
カ,ｶｲﾀｯｸ細粒剤F,18414,,除草剤,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,ﾘﾆｭﾛﾝ,5,,,,,,
サ,ｻｲｱﾅﾐｯﾄﾞ ｶｲﾀｯｸ細粒剤F,18416,,除草剤,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,ﾘﾆｭﾛﾝ,5,,,,,,
ヘ,ﾍﾞﾝﾎﾟｰﾙ水和剤,18452,,除草剤,DCBN,29,,,,,,,,
ヘ,ﾍﾞﾝﾎﾟｰﾙ粒剤,18454,,除草剤,DCBN,29,,,,,,,,
ツ,ﾂｲﾝｶﾑ,18499,,除草剤,ｶﾙﾌﾞﾁﾚｰﾄ,「-」,MDBA,4,,,,,,
シ,ｼﾝｸﾞ乳剤,18541,,除草剤,ﾋﾟﾘﾌﾞﾁｶﾙﾌﾞ,"18(F*), 0(H*)",ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,,,,,
ソ,ｿﾙﾈｯﾄ1ｷﾛ粒剤,18567,,除草剤,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,,,,,,,
コ,ｺﾞｰｻｲﾝ粒剤,18576,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｴｽﾌﾟﾛｶﾙﾌﾞ,15,ﾀﾞｲﾑﾛﾝ,0,,,,
S,SDSｺﾞｰｻｲﾝ粒剤,18578,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｴｽﾌﾟﾛｶﾙﾌﾞ,15,ﾀﾞｲﾑﾛﾝ,0,,,,
ア,ｱﾜｰﾄﾞﾌﾛｱﾌﾞﾙ,18590,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ﾀﾞｲﾑﾛﾝ,0,ﾋﾟﾘﾌﾞﾁｶﾙﾌﾞ,"18(F*), 0(H*)",,,,
S,SDSｱﾜｰﾄﾞﾌﾛｱﾌﾞﾙ,18591,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ﾀﾞｲﾑﾛﾝ,0,ﾋﾟﾘﾌﾞﾁｶﾙﾌﾞ,"18(F*), 0(H*)",,,,
ク,ｸｻﾒｯﾂLﾌﾛｱﾌﾞﾙ,18598,,除草剤,ﾃﾆﾙｸﾛｰﾙ,15,ﾍﾞﾝｽﾙﾌﾛﾝﾒﾁﾙ,2,,,,,,
ク,ｸﾘｱﾀｰﾝ乳剤,18606,,除草剤,ﾍﾞﾝﾁｵｶｰﾌﾞ,15,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,ﾘﾆｭﾛﾝ,5,,,,
サ,ｻﾞｰﾍﾞｯｸｽ粒剤,18666,,除草剤,ﾍﾞﾝﾌﾚｾｰﾄ,15,,,,,,,,
ウ,ｳﾘﾎｽ粒剤15,18677,,除草剤,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,ﾍﾞﾝﾌﾚｾｰﾄ,15,,
ウ,ｳﾘﾎｽ粒剤15,18678,,除草剤,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,ﾍﾞﾝﾌﾚｾｰﾄ,15,,
ウ,ｳﾘﾎｽ粒剤10,18680,,除草剤,ｼﾞﾒﾀﾒﾄﾘﾝ,5,ﾋﾟﾗｿﾞﾚｰﾄ,27,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,ﾍﾞﾝﾌﾚｾｰﾄ,15,,
ホ,ﾎｸｺｰﾕﾆﾊｰﾌﾞﾌﾛｱﾌﾞﾙ,18717,,除草剤,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,ﾍﾞﾝｿﾞﾌｪﾅｯﾌﾟ,27,,,,,,
タ,ﾀﾞｲﾛﾝｿﾞﾙ,18724,,除草剤,DCMU,5,,,,,,,,
オ,ｵﾌⅡﾌﾛｱﾌﾞﾙ,18770,,除草剤,ｲﾏｻﾞｷﾝ,2,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,,,,,,
漢字,日産ｻﾌﾞｿﾞｰﾝ,18795,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,MCPAｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,4,,,,,,
モ,ﾓｹﾞﾄﾝｼﾞｬﾝﾎﾞ,18806,,除草剤,ACN,0,,,,,,,,
ク,ｸﾞﾘﾎｴｷｽ液剤,18813,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
サ,ｻﾝﾌｰﾛﾝ液剤,18814,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
エ,ｴｲﾄｱｯﾌﾟ液剤,18815,,除草剤,ｸﾞﾘﾎｻｰﾄｲｿﾌﾟﾛﾋﾟﾙｱﾐﾝ塩,9,,,,,,,,
漢字,石原ﾜﾝﾎｰﾌﾟ乳剤,18830,,除草剤,ﾆｺｽﾙﾌﾛﾝ,2,,,,,,,,
ク,ｸﾘｱﾀｰﾝ細粒剤F,18859,,除草剤,ﾍﾞﾝﾁｵｶｰﾌﾞ,15,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,ﾘﾆｭﾛﾝ,5,,,,
コ,ｺﾝﾎﾞﾗﾙ,18862,,除草剤,ﾄﾘﾌﾙﾗﾘﾝ,3,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,,,,,,
A,ACCｺﾝﾎﾞﾗﾙ,18864,,除草剤,ﾄﾘﾌﾙﾗﾘﾝ,3,ﾍﾟﾝﾃﾞｨﾒﾀﾘﾝ,3,,,,,,
ハ,ﾊﾟﾃﾞﾎｰﾌﾟ1ｷﾛ粒剤,18913,,除草剤,ﾀﾞｲﾑﾛﾝ,0,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,,,,,
S,SDSﾊﾟﾃﾞﾎｰﾌﾟ1ｷﾛ粒剤,18914,,除草剤,ﾀﾞｲﾑﾛﾝ,0,ﾌﾟﾚﾁﾗｸﾛｰﾙ,15,,,,,,
ヒ,ﾋｴﾄｯﾌﾟ粒剤,18916,,除草剤,ﾌﾞﾀﾐﾎｽ,3,,,,,,,,
記号,[DIC]ｱﾜｰﾄﾞﾌﾛｱﾌﾞﾙ,18933,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ﾀﾞｲﾑﾛﾝ,0,ﾋﾟﾘﾌﾞﾁｶﾙﾌﾞ,"18(F*), 0(H*)",,,,
シ,ｼｱﾉｯﾄ,19011,,除草剤,ｼｱﾝ酸ﾅﾄﾘｳﾑ,「-」,,,,,,,,
ア,ｱｸﾞﾛｽﾀﾞｲﾛﾝｿﾞﾙ,19022,,除草剤,DCMU,5,,,,,,,,
ワ,ﾜｲﾄﾞｳｪｲ粒剤,19063,,除草剤,ｲｿｳﾛﾝ,5,DCBN,29,DCMU,5,,,,
H,HCCｷｯｸﾊﾞｲ1ｷﾛ粒剤,19096,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｴﾄﾍﾞﾝｻﾞﾆﾄﾞ,0,ﾀﾞｲﾑﾛﾝ,0,,,,
S,SDSｷｯｸﾊﾞｲ1ｷﾛ粒剤,19097,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｴﾄﾍﾞﾝｻﾞﾆﾄﾞ,0,ﾀﾞｲﾑﾛﾝ,0,,,,
キ,ｷｯｸﾊﾞｲ1ｷﾛ粒剤,19098,,除草剤,ｲﾏｿﾞｽﾙﾌﾛﾝ,2,ｴﾄﾍﾞﾝｻﾞﾆﾄﾞ,0,ﾀﾞｲﾑﾛﾝ,0,,,,
マ,ﾏﾙﾍﾞﾆｶﾞﾐｰﾗ粒剤,19181,,除草剤,ｸﾐﾙﾛﾝ,30,,,,,,,,
ハ,ﾊﾋﾞｺﾗﾝ粒剤,19183,,除草剤,ｸﾐﾙﾛﾝ,30,ﾃﾆﾙｸﾛｰﾙ,15,ﾍﾞﾝｿﾞﾌｪﾅｯﾌﾟ,27,,,,
ク,ｸﾘﾝﾁｬｰ1ｷﾛ粒剤,19190,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
漢字,日産ｸﾘﾝﾁｬｰ1ｷﾛ粒剤,19191,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
ホ,ﾎｸｺｰｸﾘﾝﾁｬｰ1ｷﾛ粒剤,19192,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
ア,ｱｸﾞﾛｽｸﾘﾝﾁｬｰ1ｷﾛ粒剤,19193,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
ク,ｸﾘﾝﾁｬｰEW,19195,,除草剤,ｼﾊﾛﾎｯﾌﾟﾌﾞﾁﾙ,1,,,,,,,,
