selected_crop_id,match_crop_id
21,127021
21,130106
21,137882
21,145249
21,150956
21,153734
21,155091
21,26494
21,40068
21,55006
27,27
27,5422
27,1085
27,7574
27,11879
27,12765
27,22226
27,23659
27,24100
27,24738
27,30585
27,30908
27,32530
27,33857
27,35643
27,39273
27,45798
27,46953
27,51009
27,58625
27,122969
27,127021
27,137882
27,145249
27,150956
27,155091
27,26494
27,40068
27,55006
28,28
28,5382
28,5385
28,1085
28,7574
28,11879
28,12765
28,22226
28,23659
28,24100
28,24738
28,25992
28,30908
28,31923
28,32530
28,33857
28,35643
28,39273
28,41949
28,45798
28,50380
28,51009
28,58625
28,122969
28,127021
28,137882
28,145249
28,150956
28,153734
28,26494
28,40068
28,55006
31,31
31,1085
31,7574
31,11879
31,12765
31,16800
31,22226
31,23659
31,24100
31,24738
31,25992
31,30585
31,30908
31,31923
31,32530
31,33857
31,35643
31,39273
31,41949
31,45798
31,46953
31,47803
31,50380
31,51009
31,53761
31,58625
31,122969
31,127021
31,130106
31,137882
31,145249
31,150956
31,153734
31,155091
31,26494
31,40068
31,55006
39,39
39,5388
39,6224
39,8164
39,30724
39,30727
39,1085
39,7574
39,11879
39,12765
39,22226
39,23659
39,24100
39,24738
39,30585
39,30908
39,32530
39,33857
39,35643
39,39273
39,45798
39,46953
39,51009
39,58625
39,122969
39,127021
39,137882
39,145249
39,150956
39,153734
39,26494
39,40068
39,55006
53,53
53,1085
53,7574
53,11879
53,12765
53,16800
53,22226
53,23659
53,24100
53,24738
53,25992
53,30585
53,30908
53,31923
53,32530
53,33857
53,35643
53,39273
53,41949
53,45798
53,46953
53,47803
53,50380
53,51009
53,53761
53,58625
53,122969
53,127021
53,130106
53,137882
53,145249
53,150956
53,153734
53,155091
53,26494
53,40068
53,55006
60,60
60,1085
60,7574
60,11879
60,12765
60,16800
60,22226
60,23659
60,24100
60,24738
60,25992
60,30585
60,30908
60,31923
60,32530
60,33857
60,35643
60,39273
60,41949
60,45798
60,46953
60,47803
60,50380
60,51009
60,53761
60,58625
60,122969
60,127021
60,130106
60,137882
60,145249
60,150956
60,153734
60,155091
60,26494
60,40068
60,55006
67,67
67,143906
67,146709
67,1085
67,7574
67,11879
67,12765
67,22226
67,23659
67,24100
67,24738
67,30585
67,30908
67,32530
67,33857
67,35643
67,39273
67,45798
67,46953
67,51009
67,122969
67,130106
67,137882
67,145249
67,150956
67,153734
67,155091
67,26494
67,40068
67,55006
86,86
86,5411
86,549
86,1085
86,78
86,7574
86,11879
86,12765
86,16800
86,18815
86,22175
86,22226
86,23659
86,24100
86,24500
86,24738
86,25992
86,30585
86,30908
86,31923
86,32530
86,33857
86,35643
86,37079
86,39273
86,41949
86,45798
86,46953
86,47803
86,50380
86,51009
86,53761
86,58625
86,122969
86,127021
86,130106
86,137882
86,145249
86,145480
86,150956
86,153734
86,155091
86,156623
86,691
86,26494
86,40068
86,40134
86,55006
86,143112
94,94
94,23328
94,549
94,1085
94,102
94,7574
94,11879
94,12765
94,16800
94,18815
94,22175
94,22226
94,23659
94,24100
94,24500
94,24738
94,25992
94,30585
94,30908
94,31923
94,32530
94,33857
94,35643
94,37079
94,39273
94,41949
94,45798
94,46953
94,47803
94,50380
94,51009
94,53761
94,58625
94,122969
94,127021
94,130106
94,137882
94,145249
94,145480
94,150956
94,153734
94,155091
94,156623
94,691
94,26494
94,40068
94,40134
94,55006
94,143112
120,120
120,5409
120,20697
120,20699
120,20700
120,20702
120,27334
120,29731
120,29732
120,549
120,1085
120,102
120,7574
120,11879
120,12765
120,18815
120,22175
120,22226
120,23659
120,24100
120,24500
120,24738
120,25992
120,30585
120,30908
120,31923
120,32530
120,33857
120,35643
120,37079
120,39273
120,41949
120,45798
120,46953
120,47803
120,50380
120,51009
120,53761
120,58625
120,122969
120,127021
120,130106
120,137882
120,145249
120,150956
120,153734
120,155091
120,156623
120,691
120,26494
120,40068
120,40134
120,55006
120,143112
133,133
133,5405
133,5407
133,549
133,1085
133,102
133,7574
133,11879
133,12765
133,18815
133,22175
133,23659
133,24100
133,24500
133,24738
133,25992
133,30585
133,30908
133,31923
133,32530
133,33857
133,35643
133,37079
133,39273
133,41949
133,45798
133,46953
133,47803
133,50380
133,51009
133,53761
133,58625
133,122969
133,127021
133,130106
133,137882
133,145249
133,150956
133,153734
133,155091
133,156623
133,691
133,26494
133,40068
133,40134
133,55006
133,143112
142,142
142,1201
142,5399
142,1085
142,7574
142,11879
142,12765
142,22226
142,23659
142,24100
142,24738
142,30585
142,30908
142,32530
142,33857
142,35643
142,39273
142,41949
142,45798
142,46953
142,51009
142,53761
142,122969
142,127021
142,130106
142,137882
142,145249
142,150956
142,153734
142,155091
142,26494
142,40068
142,55006
150,150
150,5401
150,137839
150,1085
150,7574
150,11879
150,12389
150,12765
150,16800
150,22226
150,23659
150,24100
150,24738
150,30585
150,30908
150,32530
150,33857
150,35643
150,39273
150,41949
150,45798
150,46953
150,51009
150,53761
150,58625
150,122695
150,122969
150,127021
150,130106
150,137882
150,145249
150,150956
150,153734
150,155091
150,156622
150,26494
150,40068
150,55006
158,158
158,5395
158,11101
158,11102
158,27340
158,1085
158,7574
158,11879
158,12765
158,23659
158,24738
158,30585
158,30908
158,35643
158,39273
158,46953
158,51009
158,127021
158,145249
158,150956
158,155091
158,26494
158,40068
158,55006
168,168
168,5397
168,152559
168,1085
168,7574
168,11879
168,12765
168,16800
168,23659
168,24738
168,25992
168,30585
168,30908
168,31923
168,32530
168,35643
168,39273
168,41949
168,46953
168,47803
168,50380
168,51009
168,53761
168,127021
168,145249
168,150956
168,155091
168,26494
168,40068
168,55006
194,194
194,5654
194,5655
194,25758
194,1085
194,7574
194,11879
194,12765
194,22226
194,23659
194,24100
194,24738
194,30585
194,30908
194,32530
194,33857
194,35643
194,39273
194,45798
194,46953
194,51009
194,58625
194,122969
194,127021
194,130106
194,137882
194,145249
194,150956
194,153734
194,26494
194,40068
194,55006
201,201
201,1085
201,7574
201,11879
201,12765
201,16800
201,22226
201,23659
201,24100
201,24738
201,25992
201,30585
201,30908
201,31923
201,32530
201,33857
201,35643
201,39273
201,41949
201,45798
201,46953
201,47803
201,50380
201,51009
201,53761
201,122969
201,127021
201,130106
201,137882
201,145249
201,150956
201,153734
201,26494
201,40068
201,55006
207,207
207,1085
207,7574
207,11879
207,12765
207,22226
207,23659
207,24100
207,24738
207,25992
207,30585
207,30908
207,31923
207,32530
207,33857
207,35643
207,39273
207,41949
207,45798
207,46953
207,47803
207,50380
207,51009
207,53761
207,58625
207,122969
207,127021
207,137882
207,145249
207,150956
207,153734
207,155091
207,26494
207,40068
207,55006
209,209
209,4551
209,1085
209,7574
209,11879
209,12765
209,22226
209,23659
209,24100
209,24738
209,25992
209,30585
209,30908
209,31923
209,32530
209,33857
209,35643
209,39273
209,41949
